FileID,actorID,Emotion,SentenceID
1011_TIE_FEA_XX,1011,FEA,TIE
1030_IWW_SAD_XX,1030,SAD,IWW
1004_IWL_ANG_XX,1004,ANG,IWL
1089_TIE_HAP_XX,1089,HAP,TIE
1079_IEO_FEA_LO,1079,FEA,IEO
1075_IOM_DIS_XX,1075,DIS,IOM
1022_ITS_ANG_XX,1022,ANG,ITS
1002_IWW_FEA_XX,1002,FEA,IWW
1019_IWL_HAP_XX,1019,HAP,IWL
1056_TIE_ANG_XX,1056,ANG,TIE
1031_IOM_DIS_XX,1031,DIS,IOM
1041_IEO_DIS_HI,1041,DIS,IEO
1041_IWW_DIS_XX,1041,DIS,IWW
1088_IEO_ANG_MD,1088,ANG,IEO
1055_IOM_DIS_XX,1055,DIS,IOM
1032_ITH_ANG_XX,1032,ANG,ITH
1012_ITS_HAP_XX,1012,HAP,ITS
1068_TSI_HAP_XX,1068,HAP,TSI
1048_ITS_DIS_XX,1048,DIS,ITS
1024_IWL_HAP_XX,1024,HAP,IWL
1028_DFA_DIS_XX,1028,DIS,DFA
1068_DFA_ANG_XX,1068,ANG,DFA
1014_TIE_NEU_XX,1014,NEU,TIE
1065_IWL_FEA_XX,1065,FEA,IWL
1054_ITS_NEU_XX,1054,NEU,ITS
1027_IWL_SAD_XX,1027,SAD,IWL
1024_ITS_FEA_XX,1024,FEA,ITS
1048_IOM_ANG_XX,1048,ANG,IOM
1010_TIE_NEU_XX,1010,NEU,TIE
1034_IOM_SAD_XX,1034,SAD,IOM
1063_DFA_ANG_XX,1063,ANG,DFA
1049_ITS_FEA_XX,1049,FEA,ITS
1040_IEO_FEA_LO,1040,FEA,IEO
1075_WSI_SAD_XX,1075,SAD,WSI
1070_ITS_HAP_XX,1070,HAP,ITS
1045_DFA_SAD_XX,1045,SAD,DFA
1076_IWW_FEA_XX,1076,FEA,IWW
1023_MTI_FEA_XX,1023,FEA,MTI
1016_IOM_DIS_XX,1016,DIS,IOM
1030_IEO_DIS_LO,1030,DIS,IEO
1088_TAI_SAD_XX,1088,SAD,TAI
1005_IEO_ANG_MD,1005,ANG,IEO
1082_DFA_ANG_XX,1082,ANG,DFA
1026_DFA_NEU_XX,1026,NEU,DFA
1033_DFA_FEA_XX,1033,FEA,DFA
1003_ITH_HAP_XX,1003,HAP,ITH
1089_DFA_ANG_XX,1089,ANG,DFA
1040_ITH_SAD_X,1040,SAD,ITH
1021_IOM_NEU_XX,1021,NEU,IOM
1044_IWL_NEU_XX,1044,NEU,IWL
1051_IWL_ANG_XX,1051,ANG,IWL
1078_WSI_DIS_XX,1078,DIS,WSI
1006_IEO_SAD_HI,1006,SAD,IEO
1012_TIE_NEU_XX,1012,NEU,TIE
1024_IWL_ANG_XX,1024,ANG,IWL
1073_MTI_NEU_XX,1073,NEU,MTI
1022_DFA_DIS_XX,1022,DIS,DFA
1028_DFA_HAP_XX,1028,HAP,DFA
1040_IWL_HAP_XX,1040,HAP,IWL
1026_TIE_DIS_XX,1026,DIS,TIE
1073_IEO_HAP_LO,1073,HAP,IEO
1005_TSI_SAD_XX,1005,SAD,TSI
1047_IWL_FEA_XX,1047,FEA,IWL
1028_IEO_NEU_XX,1028,NEU,IEO
1059_DFA_SAD_XX,1059,SAD,DFA
1054_TIE_ANG_XX,1054,ANG,TIE
1021_IOM_ANG_XX,1021,ANG,IOM
1032_IWW_FEA_XX,1032,FEA,IWW
1084_IEO_DIS_MD,1084,DIS,IEO
1071_ITS_NEU_XX,1071,NEU,ITS
1030_IEO_FEA_HI,1030,FEA,IEO
1068_IEO_HAP_MD,1068,HAP,IEO
1042_IWL_ANG_XX,1042,ANG,IWL
1002_IEO_HAP_MD,1002,HAP,IEO
1080_IEO_DIS_LO,1080,DIS,IEO
1044_TAI_FEA_XX,1044,FEA,TAI
1002_IEO_ANG_MD,1002,ANG,IEO
1076_IEO_ANG_MD,1076,ANG,IEO
1029_MTI_HAP_XX,1029,HAP,MTI
1066_IOM_SAD_XX,1066,SAD,IOM
1086_IOM_HAP_XX,1086,HAP,IOM
1089_WSI_SAD_XX,1089,SAD,WSI
1059_MTI_HAP_XX,1059,HAP,MTI
1005_TIE_SAD_XX,1005,SAD,TIE
1029_TIE_NEU_XX,1029,NEU,TIE
1070_IOM_DIS_XX,1070,DIS,IOM
1034_WSI_ANG_XX,1034,ANG,WSI
1057_IEO_DIS_HI,1057,DIS,IEO
1027_TSI_NEU_XX,1027,NEU,TSI
1001_IEO_SAD_MD,1001,SAD,IEO
1072_ITH_HAP_XX,1072,HAP,ITH
1006_TSI_HAP_XX,1006,HAP,TSI
1088_MTI_NEU_XX,1088,NEU,MTI
1091_IWW_FEA_XX,1091,FEA,IWW
1085_MTI_NEU_XX,1085,NEU,MTI
1031_TSI_SAD_XX,1031,SAD,TSI
1084_WSI_FEA_XX,1084,FEA,WSI
1057_TSI_DIS_XX,1057,DIS,TSI
1074_TAI_DIS_XX,1074,DIS,TAI
1070_IEO_SAD_HI,1070,SAD,IEO
1045_DFA_FEA_XX,1045,FEA,DFA
1043_IWW_HAP_XX,1043,HAP,IWW
1076_ITH_NEU_XX,1076,NEU,ITH
1044_IOM_SAD_XX,1044,SAD,IOM
1026_TAI_NEU_XX,1026,NEU,TAI
1073_IEO_FEA_LO,1073,FEA,IEO
1010_MTI_SAD_XX,1010,SAD,MTI
1090_IEO_FEA_MD,1090,FEA,IEO
1087_ITS_ANG_XX,1087,ANG,ITS
1076_IEO_FEA_LO,1076,FEA,IEO
1003_IEO_FEA_MD,1003,FEA,IEO
1058_ITS_NEU_XX,1058,NEU,ITS
1068_IWL_FEA_XX,1068,FEA,IWL
1039_IOM_SAD_XX,1039,SAD,IOM
1015_ITH_ANG_XX,1015,ANG,ITH
1029_IEO_DIS_MD,1029,DIS,IEO
1039_IEO_HAP_MD,1039,HAP,IEO
1071_IEO_HAP_MD,1071,HAP,IEO
1046_IWW_FEA_XX,1046,FEA,IWW
1027_IWW_FEA_XX,1027,FEA,IWW
1008_MTI_FEA_XX,1008,FEA,MTI
1034_DFA_FEA_XX,1034,FEA,DFA
1017_TIE_HAP_XX,1017,HAP,TIE
1059_IEO_NEU_XX,1059,NEU,IEO
1047_IEO_FEA_LO,1047,FEA,IEO
1072_IWL_NEU_XX,1072,NEU,IWL
1054_WSI_ANG_XX,1054,ANG,WSI
1038_ITS_DIS_XX,1038,DIS,ITS
1041_ITS_HAP_XX,1041,HAP,ITS
1069_IEO_NEU_XX,1069,NEU,IEO
1061_MTI_DIS_XX,1061,DIS,MTI
1050_IEO_ANG_HI,1050,ANG,IEO
1066_IWL_DIS_XX,1066,DIS,IWL
1026_TAI_ANG_XX,1026,ANG,TAI
1076_WSI_NEU_XX,1076,NEU,WSI
1048_DFA_NEU_XX,1048,NEU,DFA
1083_IOM_FEA_XX,1083,FEA,IOM
1031_TAI_NEU_XX,1031,NEU,TAI
1030_IWL_SAD_XX,1030,SAD,IWL
1052_IEO_NEU_XX,1052,NEU,IEO
1084_IWL_HAP_XX,1084,HAP,IWL
1086_MTI_FEA_XX,1086,FEA,MTI
1007_TAI_NEU_XX,1007,NEU,TAI
1038_TIE_ANG_XX,1038,ANG,TIE
1068_IOM_SAD_XX,1068,SAD,IOM
1018_WSI_FEA_XX,1018,FEA,WSI
1089_TSI_FEA_XX,1089,FEA,TSI
1059_ITH_ANG_XX,1059,ANG,ITH
1001_IOM_DIS_XX,1001,DIS,IOM
1064_WSI_SAD_XX,1064,SAD,WSI
1029_IEO_NEU_XX,1029,NEU,IEO
1062_IEO_SAD_HI,1062,SAD,IEO
1018_MTI_HAP_XX,1018,HAP,MTI
1012_WSI_SAD_XX,1012,SAD,WSI
1052_IWL_FEA_XX,1052,FEA,IWL
1021_TAI_NEU_XX,1021,NEU,TAI
1035_IWW_DIS_XX,1035,DIS,IWW
1079_TIE_FEA_XX,1079,FEA,TIE
1013_IEO_SAD_HI,1013,SAD,IEO
1046_IWL_FEA_XX,1046,FEA,IWL
1004_DFA_HAP_XX,1004,HAP,DFA
1090_WSI_ANG_XX,1090,ANG,WSI
1078_TIE_FEA_XX,1078,FEA,TIE
1033_WSI_NEU_XX,1033,NEU,WSI
1050_TSI_DIS_XX,1050,DIS,TSI
1005_TAI_HAP_XX,1005,HAP,TAI
1023_TAI_DIS_XX,1023,DIS,TAI
1091_ITS_ANG_XX,1091,ANG,ITS
1085_WSI_HAP_XX,1085,HAP,WSI
1016_ITH_SAD_XX,1016,SAD,ITH
1091_IEO_DIS_MD,1091,DIS,IEO
1008_IWW_HAP_XX,1008,HAP,IWW
1078_IWW_ANG_XX,1078,ANG,IWW
1059_TAI_HAP_XX,1059,HAP,TAI
1056_DFA_FEA_XX,1056,FEA,DFA
1026_MTI_DIS_XX,1026,DIS,MTI
1024_TAI_ANG_XX,1024,ANG,TAI
1005_IOM_FEA_XX,1005,FEA,IOM
1081_IEO_SAD_LO,1081,SAD,IEO
1009_IWW_HAP_XX,1009,HAP,IWW
1082_IOM_DIS_XX,1082,DIS,IOM
1057_IEO_HAP_HI,1057,HAP,IEO
1069_IWW_SAD_XX,1069,SAD,IWW
1023_ITS_ANG_XX,1023,ANG,ITS
1017_ITS_SAD_XX,1017,SAD,ITS
1059_ITS_ANG_XX,1059,ANG,ITS
1029_IEO_SAD_HI,1029,SAD,IEO
1088_IEO_ANG_LO,1088,ANG,IEO
1020_ITH_DIS_XX,1020,DIS,ITH
1049_IWL_NEU_XX,1049,NEU,IWL
1068_IEO_SAD_MD,1068,SAD,IEO
1080_IOM_SAD_XX,1080,SAD,IOM
1045_IOM_FEA_XX,1045,FEA,IOM
1001_ITH_SAD_XX,1001,SAD,ITH
1085_IWW_FEA_XX,1085,FEA,IWW
1050_IEO_ANG_MD,1050,ANG,IEO
1039_WSI_ANG_XX,1039,ANG,WSI
1001_ITH_FEA_XX,1001,FEA,ITH
1001_ITS_ANG_XX,1001,ANG,ITS
1050_IEO_SAD_MD,1050,SAD,IEO
1087_IWL_NEU_XX,1087,NEU,IWL
1055_IEO_SAD_MD,1055,SAD,IEO
1007_IEO_ANG_MD,1007,ANG,IEO
1078_TAI_NEU_XX,1078,NEU,TAI
1044_TAI_SAD_XX,1044,SAD,TAI
1090_IEO_FEA_HI,1090,FEA,IEO
1025_IEO_FEA_HI,1025,FEA,IEO
1072_TAI_HAP_XX,1072,HAP,TAI
1043_TAI_SAD_XX,1043,SAD,TAI
1061_TSI_FEA_XX,1061,FEA,TSI
1004_TIE_SAD_XX,1004,SAD,TIE
1079_IWW_DIS_XX,1079,DIS,IWW
1019_TAI_HAP_XX,1019,HAP,TAI
1028_IOM_DIS_XX,1028,DIS,IOM
1071_ITH_SAD_XX,1071,SAD,ITH
1002_IEO_DIS_MD,1002,DIS,IEO
1067_IOM_SAD_XX,1067,SAD,IOM
1057_IWW_FEA_XX,1057,FEA,IWW
1061_IEO_DIS_HI,1061,DIS,IEO
1024_TSI_SAD_XX,1024,SAD,TSI
1040_TIE_HAP_XX,1040,HAP,TIE
1091_IEO_HAP_LO,1091,HAP,IEO
1084_IEO_HAP_LO,1084,HAP,IEO
1034_TSI_ANG_XX,1034,ANG,TSI
1084_IEO_FEA_HI,1084,FEA,IEO
1051_ITH_SAD_XX,1051,SAD,ITH
1005_MTI_NEU_XX,1005,NEU,MTI
1050_IEO_FEA_LO,1050,FEA,IEO
1063_TSI_HAP_XX,1063,HAP,TSI
1064_IWL_ANG_XX,1064,ANG,IWL
1063_MTI_DIS_XX,1063,DIS,MTI
1090_TSI_SAD_XX,1090,SAD,TSI
1076_DFA_FEA_XX,1076,FEA,DFA
1016_MTI_NEU_XX,1016,NEU,MTI
1054_IEO_NEU_XX,1054,NEU,IEO
1070_ITS_NEU_XX,1070,NEU,ITS
1084_DFA_HAP_XX,1084,HAP,DFA
1025_TSI_SAD_XX,1025,SAD,TSI
1087_IEO_DIS_HI,1087,DIS,IEO
1030_ITH_DIS_XX,1030,DIS,ITH
1019_IEO_HAP_LO,1019,HAP,IEO
1086_DFA_FEA_XX,1086,FEA,DFA
1028_DFA_ANG_XX,1028,ANG,DFA
1047_IEO_DIS_MD,1047,DIS,IEO
1086_IWL_SAD_XX,1086,SAD,IWL
1084_IWW_ANG_XX,1084,ANG,IWW
1037_WSI_NEU_XX,1037,NEU,WSI
1013_IEO_ANG_HI,1013,ANG,IEO
1039_TSI_NEU_XX,1039,NEU,TSI
1073_TIE_DIS_XX,1073,DIS,TIE
1069_MTI_NEU_XX,1069,NEU,MTI
1082_ITH_DIS_XX,1082,DIS,ITH
1080_ITS_FEA_XX,1080,FEA,ITS
1046_MTI_ANG_XX,1046,ANG,MTI
1020_IWW_ANG_XX,1020,ANG,IWW
1087_DFA_DIS_XX,1087,DIS,DFA
1070_ITH_ANG_XX,1070,ANG,ITH
1062_TAI_DIS_XX,1062,DIS,TAI
1011_ITS_HAP_XX,1011,HAP,ITS
1083_WSI_HAP_XX,1083,HAP,WSI
1016_DFA_FEA_XX,1016,FEA,DFA
1063_WSI_ANG_XX,1063,ANG,WSI
1065_IEO_HAP_MD,1065,HAP,IEO
1030_TIE_ANG_XX,1030,ANG,TIE
1020_TAI_DIS_XX,1020,DIS,TAI
1004_IEO_HAP_HI,1004,HAP,IEO
1009_ITS_NEU_XX,1009,NEU,ITS
1016_IEO_ANG_HI,1016,ANG,IEO
1024_ITS_DIS_XX,1024,DIS,ITS
1082_TSI_NEU_XX,1082,NEU,TSI
1033_IEO_NEU_XX,1033,NEU,IEO
1069_IWL_NEU_XX,1069,NEU,IWL
1065_ITS_HAP_XX,1065,HAP,ITS
1080_TIE_NEU_XX,1080,NEU,TIE
1053_DFA_SAD_XX,1053,SAD,DFA
1090_IEO_HAP_HI,1090,HAP,IEO
1065_IWL_SAD_XX,1065,SAD,IWL
1028_IWW_ANG_XX,1028,ANG,IWW
1069_IEO_FEA_MD,1069,FEA,IEO
1001_IWL_NEU_XX,1001,NEU,IWL
1076_TAI_NEU_XX,1076,NEU,TAI
1069_IOM_NEU_XX,1069,NEU,IOM
1074_MTI_FEA_XX,1074,FEA,MTI
1027_TIE_SAD_XX,1027,SAD,TIE
1057_TSI_ANG_XX,1057,ANG,TSI
1008_MTI_HAP_XX,1008,HAP,MTI
1063_TAI_HAP_XX,1063,HAP,TAI
1008_DFA_NEU_XX,1008,NEU,DFA
1068_WSI_FEA_XX,1068,FEA,WSI
1013_ITH_HAP_XX,1013,HAP,ITH
1030_WSI_NEU_XX,1030,NEU,WSI
1008_IOM_SAD_XX,1008,SAD,IOM
1063_IEO_SAD_LO,1063,SAD,IEO
1062_ITS_NEU_XX,1062,NEU,ITS
1042_MTI_FEA_XX,1042,FEA,MTI
1004_IEO_ANG_MD,1004,ANG,IEO
1012_TIE_SAD_XX,1012,SAD,TIE
1064_IOM_ANG_XX,1064,ANG,IOM
1028_IEO_DIS_LO,1028,DIS,IEO
1033_IEO_HAP_HI,1033,HAP,IEO
1010_TSI_DIS_XX,1010,DIS,TSI
1075_IWW_DIS_XX,1075,DIS,IWW
1006_WSI_NEU_XX,1006,NEU,WSI
1054_TIE_SAD_XX,1054,SAD,TIE
1019_IOM_DIS_XX,1019,DIS,IOM
1080_ITS_DIS_XX,1080,DIS,ITS
1011_WSI_HAP_XX,1011,HAP,WSI
1028_IEO_ANG_HI,1028,ANG,IEO
1067_IWL_ANG_XX,1067,ANG,IWL
1048_IEO_SAD_LO,1048,SAD,IEO
1054_IEO_ANG_LO,1054,ANG,IEO
1085_IWW_DIS_XX,1085,DIS,IWW
1060_IWW_HAP_XX,1060,HAP,IWW
1077_DFA_SAD_XX,1077,SAD,DFA
1019_IWL_ANG_XX,1019,ANG,IWL
1048_ITH_NEU_XX,1048,NEU,ITH
1082_IEO_HAP_HI,1082,HAP,IEO
1087_DFA_SAD_XX,1087,SAD,DFA
1008_IEO_HAP_HI,1008,HAP,IEO
1088_TIE_FEA_XX,1088,FEA,TIE
1034_ITS_DIS_XX,1034,DIS,ITS
1035_IOM_SAD_XX,1035,SAD,IOM
1088_IEO_SAD_LO,1088,SAD,IEO
1037_TSI_SAD_XX,1037,SAD,TSI
1023_IEO_SAD_MD,1023,SAD,IEO
1021_ITH_SAD_XX,1021,SAD,ITH
1091_IWL_NEU_XX,1091,NEU,IWL
1083_DFA_ANG_XX,1083,ANG,DFA
1086_TAI_SAD_XX,1086,SAD,TAI
1016_ITH_DIS_XX,1016,DIS,ITH
1091_IOM_NEU_XX,1091,NEU,IOM
1073_IEO_ANG_HI,1073,ANG,IEO
1087_TSI_NEU_XX,1087,NEU,TSI
1015_TIE_ANG_XX,1015,ANG,TIE
1002_ITS_ANG_XX,1002,ANG,ITS
1035_IEO_HAP_HI,1035,HAP,IEO
1038_IEO_HAP_LO,1038,HAP,IEO
1027_IEO_FEA_LO,1027,FEA,IEO
1027_IOM_HAP_XX,1027,HAP,IOM
1021_DFA_NEU_XX,1021,NEU,DFA
1041_TSI_ANG_XX,1041,ANG,TSI
1023_IEO_FEA_HI,1023,FEA,IEO
1083_TIE_SAD_XX,1083,SAD,TIE
1044_MTI_NEU_XX,1044,NEU,MTI
1004_ITH_FEA_XX,1004,FEA,ITH
1037_DFA_HAP_XX,1037,HAP,DFA
1040_ITH_HAP_XX,1040,HAP,ITH
1082_TSI_FEA_XX,1082,FEA,TSI
1056_ITH_HAP_XX,1056,HAP,ITH
1083_DFA_HAP_XX,1083,HAP,DFA
1038_IOM_FEA_XX,1038,FEA,IOM
1082_IEO_FEA_MD,1082,FEA,IEO
1071_DFA_FEA_XX,1071,FEA,DFA
1002_IWW_HAP_XX,1002,HAP,IWW
1041_MTI_FEA_XX,1041,FEA,MTI
1028_IWL_DIS_XX,1028,DIS,IWL
1058_IEO_ANG_MD,1058,ANG,IEO
1022_IWL_NEU_XX,1022,NEU,IWL
1041_TAI_SAD_XX,1041,SAD,TAI
1084_WSI_HAP_XX,1084,HAP,WSI
1034_IEO_SAD_MD,1034,SAD,IEO
1002_IOM_FEA_XX,1002,FEA,IOM
1005_IWW_SAD_XX,1005,SAD,IWW
1072_MTI_NEU_XX,1072,NEU,MTI
1001_DFA_SAD_XX,1001,SAD,DFA
1089_IOM_FEA_XX,1089,FEA,IOM
1064_MTI_HAP_XX,1064,HAP,MTI
1025_DFA_HAP_XX,1025,HAP,DFA
1047_IOM_SAD_XX,1047,SAD,IOM
1069_IOM_SAD_XX,1069,SAD,IOM
1026_ITS_FEA_XX,1026,FEA,ITS
1022_IEO_HAP_MD,1022,HAP,IEO
1006_IWW_DIS_XX,1006,DIS,IWW
1014_WSI_DIS_XX,1014,DIS,WSI
1007_IWL_DIS_XX,1007,DIS,IWL
1087_IEO_DIS_MD,1087,DIS,IEO
1079_IEO_DIS_MD,1079,DIS,IEO
1073_DFA_DIS_XX,1073,DIS,DFA
1090_DFA_SAD_XX,1090,SAD,DFA
1029_IOM_ANG_XX,1029,ANG,IOM
1001_IEO_HAP_MD,1001,HAP,IEO
1034_IEO_ANG_LO,1034,ANG,IEO
1076_IEO_HAP_HI,1076,HAP,IEO
1081_IEO_ANG_LO,1081,ANG,IEO
1009_IWW_ANG_XX,1009,ANG,IWW
1054_TSI_ANG_XX,1054,ANG,TSI
1091_ITH_SAD_XX,1091,SAD,ITH
1077_ITS_NEU_XX,1077,NEU,ITS
1012_ITS_ANG_XX,1012,ANG,ITS
1082_ITH_HAP_XX,1082,HAP,ITH
1001_TAI_SAD_XX,1001,SAD,TAI
1062_IWL_FEA_XX,1062,FEA,IWL
1073_TSI_NEU_XX,1073,NEU,TSI
1038_MTI_FEA_XX,1038,FEA,MTI
1040_IEO_ANG_MD,1040,ANG,IEO
1028_IEO_DIS_MD,1028,DIS,IEO
1083_ITS_FEA_XX,1083,FEA,ITS
1035_IOM_ANG_XX,1035,ANG,IOM
1067_TSI_DIS_XX,1067,DIS,TSI
1064_DFA_HAP_XX,1064,HAP,DFA
1084_ITH_ANG_XX,1084,ANG,ITH
1001_TSI_FEA_XX,1001,FEA,TSI
1074_IEO_ANG_MD,1074,ANG,IEO
1075_TAI_HAP_XX,1075,HAP,TAI
1043_WSI_SAD_XX,1043,SAD,WSI
1087_ITS_FEA_XX,1087,FEA,ITS
1084_TIE_FEA_XX,1084,FEA,TIE
1058_IOM_DIS_XX,1058,DIS,IOM
1068_IEO_ANG_LO,1068,ANG,IEO
1023_TSI_FEA_XX,1023,FEA,TSI
1020_IEO_SAD_MD,1020,SAD,IEO
1060_IWW_ANG_XX,1060,ANG,IWW
1091_IWW_DIS_XX,1091,DIS,IWW
1024_TSI_NEU_XX,1024,NEU,TSI
1040_IEO_FEA_MD,1040,FEA,IEO
1019_IEO_SAD_MD,1019,SAD,IEO
1044_ITS_HAP_XX,1044,HAP,ITS
1083_MTI_HAP_XX,1083,HAP,MTI
1074_IEO_HAP_HI,1074,HAP,IEO
1047_DFA_DIS_XX,1047,DIS,DFA
1066_DFA_DIS_XX,1066,DIS,DFA
1088_TAI_HAP_XX,1088,HAP,TAI
1013_WSI_ANG_XX,1013,ANG,WSI
1035_TIE_HAP_XX,1035,HAP,TIE
1035_WSI_DIS_XX,1035,DIS,WSI
1053_DFA_DIS_XX,1053,DIS,DFA
1012_ITH_HAP_XX,1012,HAP,ITH
1004_IOM_FEA_XX,1004,FEA,IOM
1021_TSI_SAD_XX,1021,SAD,TSI
1009_IWW_NEU_XX,1009,NEU,IWW
1077_IEO_SAD_LO,1077,SAD,IEO
1002_DFA_FEA_XX,1002,FEA,DFA
1040_MTI_NEU_XX,1040,NEU,MTI
1032_MTI_ANG_XX,1032,ANG,MTI
1045_MTI_HAP_XX,1045,HAP,MTI
1066_IEO_ANG_HI,1066,ANG,IEO
1090_TIE_FEA_XX,1090,FEA,TIE
1052_IEO_DIS_LO,1052,DIS,IEO
1043_IWW_SAD_XX,1043,SAD,IWW
1078_IWW_FEA_XX,1078,FEA,IWW
1039_DFA_FEA_XX,1039,FEA,DFA
1053_ITS_SAD_XX,1053,SAD,ITS
1031_TAI_ANG_XX,1031,ANG,TAI
1088_WSI_HAP_XX,1088,HAP,WSI
1014_IEO_SAD_LO,1014,SAD,IEO
1062_TSI_DIS_XX,1062,DIS,TSI
1077_ITS_FEA_XX,1077,FEA,ITS
1035_IOM_NEU_XX,1035,NEU,IOM
1049_IEO_FEA_MD,1049,FEA,IEO
1091_IWL_HAP_XX,1091,HAP,IWL
1046_TAI_ANG_XX,1046,ANG,TAI
1057_ITH_HAP_XX,1057,HAP,ITH
1037_IEO_HAP_LO,1037,HAP,IEO
1003_TIE_FEA_XX,1003,FEA,TIE
1038_TSI_DIS_XX,1038,DIS,TSI
1062_TSI_ANG_XX,1062,ANG,TSI
1039_IWL_HAP_XX,1039,HAP,IWL
1036_WSI_FEA_XX,1036,FEA,WSI
1080_ITS_ANG_XX,1080,ANG,ITS
1076_IWW_HAP_XX,1076,HAP,IWW
1039_TSI_ANG_XX,1039,ANG,TSI
1033_ITS_HAP_XX,1033,HAP,ITS
1034_IWL_NEU_XX,1034,NEU,IWL
1034_TIE_ANG_XX,1034,ANG,TIE
1074_MTI_SAD_XX,1074,SAD,MTI
1009_DFA_HAP_XX,1009,HAP,DFA
1039_MTI_ANG_XX,1039,ANG,MTI
1081_MTI_NEU_XX,1081,NEU,MTI
1034_TAI_HAP_XX,1034,HAP,TAI
1038_TSI_ANG_XX,1038,ANG,TSI
1059_IEO_SAD_HI,1059,SAD,IEO
1023_TSI_HAP_XX,1023,HAP,TSI
1052_IEO_SAD_LO,1052,SAD,IEO
1043_IWL_HAP_XX,1043,HAP,IWL
1025_IEO_FEA_MD,1025,FEA,IEO
1064_IEO_NEU_XX,1064,NEU,IEO
1062_ITS_DIS_XX,1062,DIS,ITS
1086_ITH_ANG_XX,1086,ANG,ITH
1036_WSI_ANG_XX,1036,ANG,WSI
1064_TSI_FEA_XX,1064,FEA,TSI
1073_TAI_ANG_XX,1073,ANG,TAI
1005_ITH_ANG_XX,1005,ANG,ITH
1078_TSI_SAD_XX,1078,SAD,TSI
1061_IOM_HAP_XX,1061,HAP,IOM
1089_IEO_DIS_MD,1089,DIS,IEO
1026_IWW_DIS_XX,1026,DIS,IWW
1049_IWW_ANG_XX,1049,ANG,IWW
1041_MTI_DIS_XX,1041,DIS,MTI
1005_DFA_FEA_XX,1005,FEA,DFA
1088_ITS_FEA_XX,1088,FEA,ITS
1007_TIE_FEA_XX,1007,FEA,TIE
1049_DFA_DIS_XX,1049,DIS,DFA
1001_IOM_NEU_XX,1001,NEU,IOM
1006_IEO_DIS_LO,1006,DIS,IEO
1014_TAI_FEA_XX,1014,FEA,TAI
1046_IWL_HAP_XX,1046,HAP,IWL
1055_IWL_ANG_XX,1055,ANG,IWL
1012_ITH_SAD_XX,1012,SAD,ITH
1050_IWL_ANG_XX,1050,ANG,IWL
1085_TIE_NEU_XX,1085,NEU,TIE
1062_IWW_NEU_XX,1062,NEU,IWW
1054_DFA_FEA_XX,1054,FEA,DFA
1043_MTI_DIS_XX,1043,DIS,MTI
1053_IWL_DIS_XX,1053,DIS,IWL
1039_TSI_SAD_XX,1039,SAD,TSI
1078_TSI_FEA_XX,1078,FEA,TSI
1024_TIE_FEA_XX,1024,FEA,TIE
1026_MTI_NEU_XX,1026,NEU,MTI
1038_IEO_ANG_HI,1038,ANG,IEO
1086_TIE_ANG_XX,1086,ANG,TIE
1030_IOM_NEU_XX,1030,NEU,IOM
1074_ITH_HAP_XX,1074,HAP,ITH
1086_WSI_SAD_XX,1086,SAD,WSI
1066_IWL_FEA_XX,1066,FEA,IWL
1034_TAI_NEU_XX,1034,NEU,TAI
1019_IWL_DIS_XX,1019,DIS,IWL
1003_ITS_HAP_XX,1003,HAP,ITS
1010_IOM_DIS_XX,1010,DIS,IOM
1052_WSI_ANG_XX,1052,ANG,WSI
1014_IEO_FEA_MD,1014,FEA,IEO
1001_IWL_DIS_XX,1001,DIS,IWL
1004_IOM_DIS_XX,1004,DIS,IOM
1006_IEO_DIS_MD,1006,DIS,IEO
1071_WSI_ANG_XX,1071,ANG,WSI
1025_WSI_SAD_XX,1025,SAD,WSI
1042_IEO_NEU_XX,1042,NEU,IEO
1080_TIE_DIS_XX,1080,DIS,TIE
1015_IOM_NEU_XX,1015,NEU,IOM
1030_TIE_DIS_XX,1030,DIS,TIE
1067_TIE_NEU_XX,1067,NEU,TIE
1090_DFA_NEU_XX,1090,NEU,DFA
1020_IWL_DIS_XX,1020,DIS,IWL
1021_TAI_HAP_XX,1021,HAP,TAI
1032_IEO_FEA_HI,1032,FEA,IEO
1014_TIE_HAP_XX,1014,HAP,TIE
1071_ITS_ANG_XX,1071,ANG,ITS
1036_IEO_ANG_HI,1036,ANG,IEO
1074_IEO_DIS_HI,1074,DIS,IEO
1040_IEO_DIS_MD,1040,DIS,IEO
1024_IWL_FEA_XX,1024,FEA,IWL
1091_TSI_FEA_XX,1091,FEA,TSI
1020_IEO_HAP_MD,1020,HAP,IEO
1085_IWL_NEU_XX,1085,NEU,IWL
1084_IOM_SAD_XX,1084,SAD,IOM
1068_TSI_SAD_XX,1068,SAD,TSI
1069_IEO_FEA_LO,1069,FEA,IEO
1084_ITS_HAP_XX,1084,HAP,ITS
1014_DFA_HAP_XX,1014,HAP,DFA
1051_IWW_ANG_XX,1051,ANG,IWW
1062_IEO_ANG_MD,1062,ANG,IEO
1079_TAI_HAP_XX,1079,HAP,TAI
1031_DFA_ANG_XX,1031,ANG,DFA
1071_IOM_HAP_XX,1071,HAP,IOM
1029_IOM_FEA_XX,1029,FEA,IOM
1062_TIE_NEU_XX,1062,NEU,TIE
1014_IWW_ANG_XX,1014,ANG,IWW
1043_ITS_HAP_XX,1043,HAP,ITS
1032_TSI_HAP_XX,1032,HAP,TSI
1015_WSI_ANG_XX,1015,ANG,WSI
