FileID,ActorID,SentenceID,Emotion,Intensity,Old_Dur,New_Dur
1020_IWW_SAD_XX,1020,IWW,SAD,XX,2.535875,2.0
1020_MTI_ANG_XX,1020,MTI,ANG,XX,2.8028125,2.34
1020_MTI_DIS_XX,1020,MTI,DIS,XX,3.5035,2.72
1020_MTI_FEA_XX,1020,MTI,FEA,XX,2.7360625,2.12
1020_MTI_HAP_XX,1020,MTI,HAP,XX,2.6359375,2.36
1020_MTI_NEU_XX,1020,MTI,NEU,XX,2.8361875,2.38
1020_MTI_SAD_XX,1020,MTI,SAD,XX,3.003,2.54
1020_TAI_ANG_XX,1020,TAI,ANG,XX,2.93625,2.56
1020_TAI_DIS_XX,1020,TAI,DIS,XX,3.2031875,2.7
1020_TAI_FEA_XX,1020,TAI,FEA,XX,2.7026875,2.3
1020_TAI_HAP_XX,1020,TAI,HAP,XX,2.1354375,1.52
1020_TAI_NEU_XX,1020,TAI,NEU,XX,2.7694375,2.3
1020_TAI_SAD_XX,1020,TAI,SAD,XX,2.56925,2.12
1020_TIE_ANG_XX,1020,TIE,ANG,XX,4.07075,3.24
1020_TIE_DIS_XX,1020,TIE,DIS,XX,4.5045,3.48
1020_TIE_FEA_XX,1020,TIE,FEA,XX,4.1374375,3.5
1020_TIE_HAP_XX,1020,TIE,HAP,XX,3.2365625,2.62
1020_TIE_NEU_XX,1020,TIE,NEU,XX,3.003,2.32
1020_TIE_SAD_XX,1020,TIE,SAD,XX,3.7704375,2.44
1020_TSI_ANG_XX,1020,TSI,ANG,XX,2.902875,2.5
1020_TSI_DIS_XX,1020,TSI,DIS,XX,3.57025,2.68
1020_TSI_FEA_XX,1020,TSI,FEA,XX,2.3690625,1.52
1020_TSI_HAP_XX,1020,TSI,HAP,XX,2.5025,1.9
1020_TSI_NEU_XX,1020,TSI,NEU,XX,2.402375,2.06
1020_TSI_SAD_XX,1020,TSI,SAD,XX,2.902875,2.5
1020_WSI_ANG_XX,1020,WSI,ANG,XX,3.003,2.22
1020_WSI_DIS_XX,1020,WSI,DIS,XX,3.6369375,2.72
1020_WSI_FEA_XX,1020,WSI,FEA,XX,2.7026875,2.02
1020_WSI_HAP_XX,1020,WSI,HAP,XX,2.3690625,1.94
1020_WSI_NEU_XX,1020,WSI,NEU,XX,2.3023125,1.74
1020_WSI_SAD_XX,1020,WSI,SAD,XX,2.7360625,2.04
1021_DFA_ANG_XX,1021,DFA,ANG,XX,2.8695625,2.06
1021_DFA_DIS_XX,1021,DFA,DIS,XX,3.57025,2.52
1021_DFA_FEA_XX,1021,DFA,FEA,XX,2.902875,2.22
1021_DFA_HAP_XX,1021,DFA,HAP,XX,2.402375,1.84
1021_DFA_NEU_XX,1021,DFA,NEU,XX,2.602625,2.1
1021_DFA_SAD_XX,1021,DFA,SAD,XX,2.469125,1.78
1021_IEO_NEU_XX,1021,IEO,NEU,XX,2.06875,1.64
1021_IOM_ANG_XX,1021,IOM,ANG,XX,2.602625,2.36
1021_IOM_DIS_XX,1021,IOM,DIS,XX,2.5025,1.28
1021_IOM_FEA_XX,1021,IOM,FEA,XX,2.602625,1.92
1021_IOM_HAP_XX,1021,IOM,HAP,XX,2.3023125,1.84
1021_IOM_NEU_XX,1021,IOM,NEU,XX,1.968625,1.64
1021_IOM_SAD_XX,1021,IOM,SAD,XX,2.6359375,2.08
1021_ITH_ANG_XX,1021,ITH,ANG,XX,3.2031875,2.64
1021_ITH_DIS_XX,1021,ITH,DIS,XX,3.1364375,2.44
1021_ITH_FEA_XX,1021,ITH,FEA,XX,3.103125,2.62
1021_ITH_HAP_XX,1021,ITH,HAP,XX,3.1698125,2.26
1021_ITH_NEU_XX,1021,ITH,NEU,XX,2.43575,1.92
1021_ITH_SAD_XX,1021,ITH,SAD,XX,2.969625,2.68
1021_ITS_ANG_XX,1021,ITS,ANG,XX,3.2031875,2.64
1021_ITS_DIS_XX,1021,ITS,DIS,XX,3.1364375,2.62
1021_ITS_FEA_XX,1021,ITS,FEA,XX,2.902875,2.18
1021_ITS_HAP_XX,1021,ITS,HAP,XX,2.7026875,2.26
1021_ITS_NEU_XX,1021,ITS,NEU,XX,2.7694375,2.08
1021_ITS_SAD_XX,1021,ITS,SAD,XX,3.036375,2.12
1021_IWL_ANG_XX,1021,IWL,ANG,XX,2.969625,2.46
1021_IWL_DIS_XX,1021,IWL,DIS,XX,2.7026875,2.06
1021_IWL_FEA_XX,1021,IWL,FEA,XX,2.969625,2.24
1021_IWL_HAP_XX,1021,IWL,HAP,XX,3.3033125,2.52
1021_IWL_NEU_XX,1021,IWL,NEU,XX,2.8695625,2.26
1021_IWL_SAD_XX,1021,IWL,SAD,XX,2.8361875,2.16
1021_IWW_ANG_XX,1021,IWW,ANG,XX,2.902875,2.0
1021_IWW_DIS_XX,1021,IWW,DIS,XX,2.93625,2.16
1021_IWW_FEA_XX,1021,IWW,FEA,XX,3.3033125,2.38
1021_IWW_HAP_XX,1021,IWW,HAP,XX,2.8028125,2.08
1021_IWW_NEU_XX,1021,IWW,NEU,XX,2.6359375,1.72
1021_IWW_SAD_XX,1021,IWW,SAD,XX,2.8361875,2.5
1021_MTI_ANG_XX,1021,MTI,ANG,XX,3.3700625,2.7
1021_MTI_DIS_XX,1021,MTI,DIS,XX,2.8361875,2.52
1021_MTI_FEA_XX,1021,MTI,FEA,XX,3.43675,2.72
1021_MTI_HAP_XX,1021,MTI,HAP,XX,3.003,2.0
1021_MTI_NEU_XX,1021,MTI,NEU,XX,2.8361875,2.46
1021_MTI_SAD_XX,1021,MTI,SAD,XX,3.5035,2.94
1021_TAI_ANG_XX,1021,TAI,ANG,XX,3.5035,2.82
1021_TAI_DIS_XX,1021,TAI,DIS,XX,3.3700625,2.74
1021_TAI_FEA_XX,1021,TAI,FEA,XX,2.8028125,2.2
1021_TAI_HAP_XX,1021,TAI,HAP,XX,2.7026875,2.28
1021_TAI_NEU_XX,1021,TAI,NEU,XX,2.969625,2.16
1021_TAI_SAD_XX,1021,TAI,SAD,XX,2.8028125,2.36
1021_TIE_ANG_XX,1021,TIE,ANG,XX,3.7036875,3.14
1021_TIE_DIS_XX,1021,TIE,DIS,XX,3.33275,2.48
1021_TIE_FEA_XX,1021,TIE,FEA,XX,2.902875,1.96
1021_TIE_HAP_XX,1021,TIE,HAP,XX,2.602625,2.2
1021_TIE_NEU_XX,1021,TIE,NEU,XX,2.5025,1.68
1021_TIE_SAD_XX,1021,TIE,SAD,XX,3.403375,2.36
1021_TSI_ANG_XX,1021,TSI,ANG,XX,2.6693125,2.18
1021_TSI_DIS_XX,1021,TSI,DIS,XX,3.06975,2.1
1021_TSI_FEA_XX,1021,TSI,FEA,XX,2.535875,1.8
1021_TSI_HAP_XX,1021,TSI,HAP,XX,2.43575,2.04
1021_TSI_NEU_XX,1021,TSI,NEU,XX,2.469125,2.04
1021_TSI_SAD_XX,1021,TSI,SAD,XX,3.036375,2.56
1021_WSI_ANG_XX,1021,WSI,ANG,XX,2.7360625,2.04
1021_WSI_DIS_XX,1021,WSI,DIS,XX,2.8695625,2.26
1021_WSI_FEA_XX,1021,WSI,FEA,XX,3.06975,2.28
1021_WSI_HAP_XX,1021,WSI,HAP,XX,3.1364375,1.94
1021_WSI_NEU_XX,1021,WSI,NEU,XX,2.469125,1.96
1021_WSI_SAD_XX,1021,WSI,SAD,XX,2.2355625,1.9
1022_DFA_ANG_XX,1022,DFA,ANG,XX,2.93625,2.1
1022_DFA_DIS_XX,1022,DFA,DIS,XX,2.602625,2.1
1022_DFA_FEA_XX,1022,DFA,FEA,XX,2.3690625,1.58
1022_DFA_HAP_XX,1022,DFA,HAP,XX,2.469125,2.0
1022_DFA_NEU_XX,1022,DFA,NEU,XX,2.2826875,1.82
1022_DFA_SAD_XX,1022,DFA,SAD,XX,2.3690625,2.12
1022_IEO_NEU_XX,1022,IEO,NEU,XX,1.7016875,1.46
1022_IOM_ANG_XX,1022,IOM,ANG,XX,2.8028125,2.1
1022_IOM_DIS_XX,1022,IOM,DIS,XX,2.6359375,1.62
1022_IOM_FEA_XX,1022,IOM,FEA,XX,2.6693125,2.08
1022_IOM_HAP_XX,1022,IOM,HAP,XX,2.43575,2.04
1022_IOM_NEU_XX,1022,IOM,NEU,XX,2.2689375,1.76
1022_IOM_SAD_XX,1022,IOM,SAD,XX,2.469125,1.6
1022_ITH_ANG_XX,1022,ITH,ANG,XX,3.2365625,2.86
1022_ITH_DIS_XX,1022,ITH,DIS,XX,2.7360625,2.34
1022_ITH_FEA_XX,1022,ITH,FEA,XX,2.2826875,1.78
1022_ITH_HAP_XX,1022,ITH,HAP,XX,2.8695625,2.14
1022_ITH_NEU_XX,1022,ITH,NEU,XX,2.902875,2.24
1022_ITH_SAD_XX,1022,ITH,SAD,XX,2.93625,2.44
1022_ITS_ANG_XX,1022,ITS,ANG,XX,2.43575,1.98
1022_ITS_DIS_XX,1022,ITS,DIS,XX,2.602625,2.24
1022_ITS_FEA_XX,1022,ITS,FEA,XX,2.43575,1.84
1022_ITS_HAP_XX,1022,ITS,HAP,XX,2.3356875,1.86
1022_ITS_NEU_XX,1022,ITS,NEU,XX,2.6359375,2.34
1022_ITS_SAD_XX,1022,ITS,SAD,XX,2.3023125,1.86
1022_IWL_ANG_XX,1022,IWL,ANG,XX,2.602625,1.98
1022_IWL_DIS_XX,1022,IWL,DIS,XX,2.56925,2.16
1022_IWL_FEA_XX,1022,IWL,FEA,XX,2.602625,2.3
1022_IWL_HAP_XX,1022,IWL,HAP,XX,2.8028125,2.16
1022_IWL_NEU_XX,1022,IWL,NEU,XX,2.6359375,2.38
1022_IWL_SAD_XX,1022,IWL,SAD,XX,2.56925,2.02
1022_IWW_ANG_XX,1022,IWW,ANG,XX,2.469125,2.12
1022_IWW_DIS_XX,1022,IWW,DIS,XX,2.402375,1.84
1022_IWW_FEA_XX,1022,IWW,FEA,XX,1.901875,1.58
1022_IWW_HAP_XX,1022,IWW,HAP,XX,2.002,1.44
1022_IWW_NEU_XX,1022,IWW,NEU,XX,1.93525,1.58
1022_IWW_SAD_XX,1022,IWW,SAD,XX,2.2689375,1.9
1022_MTI_ANG_XX,1022,MTI,ANG,XX,3.1698125,2.58
1022_MTI_DIS_XX,1022,MTI,DIS,XX,3.1698125,2.34
1022_MTI_FEA_XX,1022,MTI,FEA,XX,3.036375,2.0
1022_MTI_HAP_XX,1022,MTI,HAP,XX,2.6359375,2.14
1022_MTI_NEU_XX,1022,MTI,NEU,XX,2.6693125,2.16
1022_MTI_SAD_XX,1022,MTI,SAD,XX,2.8695625,2.16
1022_TAI_ANG_XX,1022,TAI,ANG,XX,3.3700625,2.76
1022_TAI_DIS_XX,1022,TAI,DIS,XX,3.103125,2.64
1022_TAI_FEA_XX,1022,TAI,FEA,XX,2.8028125,2.48
1022_TAI_HAP_XX,1022,TAI,HAP,XX,2.6359375,2.22
1022_TAI_NEU_XX,1022,TAI,NEU,XX,2.3356875,1.88
1022_TAI_SAD_XX,1022,TAI,SAD,XX,2.7360625,2.14
1022_TIE_ANG_XX,1022,TIE,ANG,XX,3.93725,2.92
1022_TIE_DIS_XX,1022,TIE,DIS,XX,4.1708125,3.12
1022_TIE_FEA_XX,1022,TIE,FEA,XX,3.43675,2.08
1022_TIE_HAP_XX,1022,TIE,HAP,XX,3.43675,2.22
1022_TIE_NEU_XX,1022,TIE,NEU,XX,3.003,2.6
1022_TIE_SAD_XX,1022,TIE,SAD,XX,4.2375625,2.6
1022_TSI_ANG_XX,1022,TSI,ANG,XX,2.6693125,2.16
1022_TSI_DIS_XX,1022,TSI,DIS,XX,2.002,1.7
1022_TSI_FEA_XX,1022,TSI,FEA,XX,1.968625,1.72
1022_TSI_HAP_XX,1022,TSI,HAP,XX,2.2755625,1.94
1022_TSI_NEU_XX,1022,TSI,NEU,XX,2.1688125,1.98
1022_TSI_SAD_XX,1022,TSI,SAD,XX,2.535875,2.26
1022_WSI_ANG_XX,1022,WSI,ANG,XX,2.2355625,1.86
1022_WSI_DIS_XX,1022,WSI,DIS,XX,2.8361875,2.08
1022_WSI_FEA_XX,1022,WSI,FEA,XX,2.7026875,2.06
1022_WSI_HAP_XX,1022,WSI,HAP,XX,2.8028125,2.32
1022_WSI_NEU_XX,1022,WSI,NEU,XX,3.003,2.22
1022_WSI_SAD_XX,1022,WSI,SAD,XX,3.2365625,2.64
1023_DFA_ANG_XX,1023,DFA,ANG,XX,2.469125,2.04
1023_DFA_DIS_XX,1023,DFA,DIS,XX,1.534875,1.24
1023_DFA_FEA_XX,1023,DFA,FEA,XX,2.002,1.56
1023_DFA_HAP_XX,1023,DFA,HAP,XX,1.8685,1.38
1023_DFA_NEU_XX,1023,DFA,NEU,XX,2.102125,1.66
1023_DFA_SAD_XX,1023,DFA,SAD,XX,1.8018125,1.42
1023_IEO_NEU_XX,1023,IEO,NEU,XX,1.968625,1.72
1023_IOM_ANG_XX,1023,IOM,ANG,XX,2.2689375,1.88
1023_IOM_DIS_XX,1023,IOM,DIS,XX,2.2755625,1.92
1023_IOM_FEA_XX,1023,IOM,FEA,XX,2.2755625,1.76
1023_IOM_HAP_XX,1023,IOM,HAP,XX,2.3023125,1.38
1023_IOM_NEU_XX,1023,IOM,NEU,XX,2.3023125,1.8
1023_IOM_SAD_XX,1023,IOM,SAD,XX,2.102125,1.58
1023_ITH_ANG_XX,1023,ITH,ANG,XX,2.7026875,2.24
1023_ITH_DIS_XX,1023,ITH,DIS,XX,2.369,2.14
1023_ITH_FEA_XX,1023,ITH,FEA,XX,1.8351875,1.56
1023_ITH_HAP_XX,1023,ITH,HAP,XX,2.1354375,1.86
1023_ITH_NEU_XX,1023,ITH,NEU,XX,2.5025,2.1
1023_ITH_SAD_XX,1023,ITH,SAD,XX,2.06875,1.7
1023_ITS_ANG_XX,1023,ITS,ANG,XX,2.8028125,2.38
1023_ITS_DIS_XX,1023,ITS,DIS,XX,2.469125,2.1
1023_ITS_FEA_XX,1023,ITS,FEA,XX,2.2755625,1.38
1023_ITS_HAP_XX,1023,ITS,HAP,XX,1.93525,1.6
1023_ITS_NEU_XX,1023,ITS,NEU,XX,2.43575,2.12
1023_ITS_SAD_XX,1023,ITS,SAD,XX,2.3356875,1.98
1023_IWL_ANG_XX,1023,IWL,ANG,XX,2.93625,2.52
1023_IWL_DIS_XX,1023,IWL,DIS,XX,2.6359375,2.02
1023_IWL_FEA_XX,1023,IWL,FEA,XX,2.369,1.9
1023_IWL_HAP_XX,1023,IWL,HAP,XX,1.968625,1.72
1023_IWL_NEU_XX,1023,IWL,NEU,XX,2.402375,1.9
1023_IWL_SAD_XX,1023,IWL,SAD,XX,2.002,1.6
1023_IWW_ANG_XX,1023,IWW,ANG,XX,1.8018125,1.38
1023_IWW_DIS_XX,1023,IWW,DIS,XX,1.8351875,1.62
1023_IWW_FEA_XX,1023,IWW,FEA,XX,1.8018125,1.6
1023_IWW_HAP_XX,1023,IWW,HAP,XX,1.7684375,1.4
1023_IWW_NEU_XX,1023,IWW,NEU,XX,1.7684375,1.48
1023_IWW_SAD_XX,1023,IWW,SAD,XX,2.402375,1.98
1023_MTI_ANG_XX,1023,MTI,ANG,XX,2.469125,2.08
1023_MTI_DIS_XX,1023,MTI,DIS,XX,2.2755625,1.66
1023_MTI_FEA_XX,1023,MTI,FEA,XX,2.035375,1.74
1023_MTI_HAP_XX,1023,MTI,HAP,XX,2.002,1.76
1023_MTI_NEU_XX,1023,MTI,NEU,XX,2.3356875,1.78
1023_MTI_SAD_XX,1023,MTI,SAD,XX,2.1354375,1.9
1023_TAI_ANG_XX,1023,TAI,ANG,XX,2.602625,2.06
1023_TAI_DIS_XX,1023,TAI,DIS,XX,2.56925,1.56
1023_TAI_FEA_XX,1023,TAI,FEA,XX,1.93525,1.54
1023_TAI_HAP_XX,1023,TAI,HAP,XX,1.6683125,1.34
1023_TAI_NEU_XX,1023,TAI,NEU,XX,2.06875,1.7
1023_TAI_SAD_XX,1023,TAI,SAD,XX,1.8018125,1.52
1023_TIE_ANG_XX,1023,TIE,ANG,XX,2.602625,2.24
1023_TIE_DIS_XX,1023,TIE,DIS,XX,2.902875,2.18
1023_TIE_FEA_XX,1023,TIE,FEA,XX,3.1364375,2.34
1023_TIE_HAP_XX,1023,TIE,HAP,XX,2.3356875,2.02
1023_TIE_NEU_XX,1023,TIE,NEU,XX,2.7026875,2.2
1023_TIE_SAD_XX,1023,TIE,SAD,XX,3.003,2.38
1023_TSI_ANG_XX,1023,TSI,ANG,XX,2.6693125,2.42
1023_TSI_DIS_XX,1023,TSI,DIS,XX,2.035375,1.82
1023_TSI_FEA_XX,1023,TSI,FEA,XX,1.93525,1.3
1023_TSI_HAP_XX,1023,TSI,HAP,XX,1.8685,1.52
1023_TSI_NEU_XX,1023,TSI,NEU,XX,2.2689375,1.88
1023_TSI_SAD_XX,1023,TSI,SAD,XX,2.102125,1.66
1023_WSI_ANG_XX,1023,WSI,ANG,XX,2.7026875,2.24
1023_WSI_DIS_XX,1023,WSI,DIS,XX,2.56925,2.12
1023_WSI_FEA_XX,1023,WSI,FEA,XX,2.102125,1.68
1023_WSI_HAP_XX,1023,WSI,HAP,XX,1.93525,1.5
1023_WSI_NEU_XX,1023,WSI,NEU,XX,2.1354375,1.62
1023_WSI_SAD_XX,1023,WSI,SAD,XX,2.06875,1.82
1024_DFA_ANG_XX,1024,DFA,ANG,XX,2.1354375,1.88
1024_DFA_DIS_XX,1024,DFA,DIS,XX,2.8028125,2.16
1024_DFA_FEA_XX,1024,DFA,FEA,XX,2.1354375,1.88
1024_DFA_HAP_XX,1024,DFA,HAP,XX,1.93525,1.68
1024_DFA_NEU_XX,1024,DFA,NEU,XX,1.8018125,1.62
1024_DFA_SAD_XX,1024,DFA,SAD,XX,1.7350625,1.54
1024_IEO_NEU_XX,1024,IEO,NEU,XX,2.3023125,1.98
1024_IOM_ANG_XX,1024,IOM,ANG,XX,2.1688125,1.76
1024_IOM_DIS_XX,1024,IOM,DIS,XX,2.6693125,2.2
1024_IOM_FEA_XX,1024,IOM,FEA,XX,2.1354375,1.76
1024_IOM_HAP_XX,1024,IOM,HAP,XX,2.035375,1.56
1024_IOM_NEU_XX,1024,IOM,NEU,XX,1.7684375,1.44
1024_IOM_SAD_XX,1024,IOM,SAD,XX,2.002,1.56
1024_ITH_ANG_XX,1024,ITH,ANG,XX,2.7360625,2.34
1024_ITH_DIS_XX,1024,ITH,DIS,XX,3.003,2.58
1024_ITH_FEA_XX,1024,ITH,FEA,XX,2.902875,2.44
1024_ITH_HAP_XX,1024,ITH,HAP,XX,2.2689375,2.0
1024_ITH_NEU_XX,1024,ITH,NEU,XX,2.369,1.54
1024_ITH_SAD_XX,1024,ITH,SAD,XX,2.469125,2.22
1024_ITS_ANG_XX,1024,ITS,ANG,XX,2.3356875,1.94
1024_ITS_DIS_XX,1024,ITS,DIS,XX,2.8695,2.5
1024_ITS_FEA_XX,1024,ITS,FEA,XX,2.5025,2.1
1024_ITS_HAP_XX,1024,ITS,HAP,XX,2.402375,2.02
1024_ITS_NEU_XX,1024,ITS,NEU,XX,1.7684375,1.46
1024_ITS_SAD_XX,1024,ITS,SAD,XX,2.43575,2.1
1024_IWL_ANG_XX,1024,IWL,ANG,XX,2.602625,2.22
1024_IWL_DIS_XX,1024,IWL,DIS,XX,2.56925,1.9
1024_IWL_FEA_XX,1024,IWL,FEA,XX,2.5025,2.0
1024_IWL_HAP_XX,1024,IWL,HAP,XX,2.1354375,1.82
1024_IWL_NEU_XX,1024,IWL,NEU,XX,2.102125,1.7
1024_IWL_SAD_XX,1024,IWL,SAD,XX,2.535875,2.22
1024_IWW_ANG_XX,1024,IWW,ANG,XX,2.56925,1.84
1024_IWW_DIS_XX,1024,IWW,DIS,XX,2.2021875,1.88
1024_IWW_FEA_XX,1024,IWW,FEA,XX,2.1688125,1.94
1024_IWW_HAP_XX,1024,IWW,HAP,XX,2.06875,1.5
1024_IWW_NEU_XX,1024,IWW,NEU,XX,2.035375,1.54
1024_IWW_SAD_XX,1024,IWW,SAD,XX,2.6359375,2.12
1024_MTI_ANG_XX,1024,MTI,ANG,XX,2.43575,2.0
1024_MTI_DIS_XX,1024,MTI,DIS,XX,2.8028125,2.26
1024_MTI_FEA_XX,1024,MTI,FEA,XX,2.6359375,1.68
1024_MTI_HAP_XX,1024,MTI,HAP,XX,2.602625,2.14
1024_MTI_NEU_XX,1024,MTI,NEU,XX,2.102125,1.66
1024_MTI_SAD_XX,1024,MTI,SAD,XX,2.6693125,2.42
1024_TAI_ANG_XX,1024,TAI,ANG,XX,2.2689375,1.9
1024_TAI_DIS_XX,1024,TAI,DIS,XX,2.56925,2.24
1024_TAI_FEA_XX,1024,TAI,FEA,XX,2.3356875,2.02
1024_TAI_HAP_XX,1024,TAI,HAP,XX,2.3023125,1.96
1024_TAI_NEU_XX,1024,TAI,NEU,XX,1.8018125,1.6
1024_TAI_SAD_XX,1024,TAI,SAD,XX,2.7694375,2.24
1024_TIE_ANG_XX,1024,TIE,ANG,XX,3.036375,2.76
1024_TIE_DIS_XX,1024,TIE,DIS,XX,3.93725,3.16
1024_TIE_FEA_XX,1024,TIE,FEA,XX,3.036375,2.32
1024_TIE_HAP_XX,1024,TIE,HAP,XX,2.8361875,2.46
1024_TIE_NEU_XX,1024,TIE,NEU,XX,2.602625,1.78
1024_TIE_SAD_XX,1024,TIE,SAD,XX,3.43675,3.08
1024_TSI_ANG_XX,1024,TSI,ANG,XX,2.035375,1.72
1024_TSI_DIS_XX,1024,TSI,DIS,XX,2.7694375,2.16
1024_TSI_FEA_XX,1024,TSI,FEA,XX,2.06875,1.44
1024_TSI_HAP_XX,1024,TSI,HAP,XX,2.035375,1.6
1024_TSI_NEU_XX,1024,TSI,NEU,XX,1.8351875,1.56
1024_TSI_SAD_XX,1024,TSI,SAD,XX,2.3356875,1.88
1024_WSI_ANG_XX,1024,WSI,ANG,XX,2.2021875,1.92
1024_WSI_DIS_XX,1024,WSI,DIS,XX,2.7026875,2.18
1024_WSI_FEA_XX,1024,WSI,FEA,XX,2.7694375,2.22
1024_WSI_HAP_XX,1024,WSI,HAP,XX,1.8351875,1.5
1024_WSI_NEU_XX,1024,WSI,NEU,XX,2.1354375,1.66
1024_WSI_SAD_XX,1024,WSI,SAD,XX,2.2021875,1.78
1025_DFA_ANG_XX,1025,DFA,ANG,XX,2.1688125,1.68
1025_DFA_DIS_XX,1025,DFA,DIS,XX,4.004,2.34
1025_DFA_FEA_XX,1025,DFA,FEA,XX,2.8028125,2.24
1025_DFA_HAP_XX,1025,DFA,HAP,XX,1.7684375,1.48
1025_DFA_NEU_XX,1025,DFA,NEU,XX,2.93625,2.04
1025_DFA_SAD_XX,1025,DFA,SAD,XX,2.402375,1.82
1025_IEO_NEU_XX,1025,IEO,NEU,XX,2.102125,1.32
1025_IOM_ANG_XX,1025,IOM,ANG,XX,1.7684375,1.38
1025_IOM_DIS_XX,1025,IOM,DIS,XX,2.7694375,1.8
1025_IOM_FEA_XX,1025,IOM,FEA,XX,2.6693125,1.74
1025_IOM_HAP_XX,1025,IOM,HAP,XX,2.6359375,1.84
1025_IOM_NEU_XX,1025,IOM,NEU,XX,1.901875,1.32
1025_IOM_SAD_XX,1025,IOM,SAD,XX,2.56925,1.72
1025_ITH_ANG_XX,1025,ITH,ANG,XX,2.2755625,1.56
1025_ITH_DIS_XX,1025,ITH,DIS,XX,3.5035,2.64
1025_ITH_FEA_XX,1025,ITH,FEA,XX,3.470125,2.3
1025_ITH_HAP_XX,1025,ITH,HAP,XX,2.5025,2.2
1025_ITH_NEU_XX,1025,ITH,NEU,XX,2.902875,2.24
1025_ITH_SAD_XX,1025,ITH,SAD,XX,2.5025,2.28
1025_ITS_ANG_XX,1025,ITS,ANG,XX,2.102125,1.88
1025_ITS_DIS_XX,1025,ITS,DIS,XX,3.903875,3.32
1025_ITS_FEA_XX,1025,ITS,FEA,XX,2.2755625,1.86
1025_ITS_HAP_XX,1025,ITS,HAP,XX,2.43575,2.06
1025_ITS_NEU_XX,1025,ITS,NEU,XX,2.6359375,2.24
1025_ITS_SAD_XX,1025,ITS,SAD,XX,2.8361875,2.48
1025_IWL_ANG_XX,1025,IWL,ANG,XX,2.6359375,2.08
1025_IWL_DIS_XX,1025,IWL,DIS,XX,3.8705625,2.16
1025_IWL_FEA_XX,1025,IWL,FEA,XX,3.036375,2.04
1025_IWL_HAP_XX,1025,IWL,HAP,XX,2.2755625,2.0
1025_IWL_NEU_XX,1025,IWL,NEU,XX,2.7026875,2.48
1025_IWL_SAD_XX,1025,IWL,SAD,XX,3.8038125,2.38
1025_IWW_ANG_XX,1025,IWW,ANG,XX,2.002,1.78
1025_IWW_DIS_XX,1025,IWW,DIS,XX,2.8695,2.48
1025_IWW_FEA_XX,1025,IWW,FEA,XX,2.535875,2.28
1025_IWW_HAP_XX,1025,IWW,HAP,XX,2.002,1.78
1025_IWW_NEU_XX,1025,IWW,NEU,XX,3.103125,2.6
1025_IWW_SAD_XX,1025,IWW,SAD,XX,2.3356875,1.38
1025_MTI_ANG_XX,1025,MTI,ANG,XX,2.469125,2.22
1025_MTI_DIS_XX,1025,MTI,DIS,XX,2.902875,2.34
1025_MTI_FEA_XX,1025,MTI,FEA,XX,3.1698125,2.34
1025_MTI_HAP_XX,1025,MTI,HAP,XX,2.7360625,2.26
1025_MTI_NEU_XX,1025,MTI,NEU,XX,3.2699375,2.72
1025_MTI_SAD_XX,1025,MTI,SAD,XX,3.036375,2.72
1025_TAI_ANG_XX,1025,TAI,ANG,XX,2.1354375,1.66
1025_TAI_DIS_XX,1025,TAI,DIS,XX,3.470125,2.56
1025_TAI_FEA_XX,1025,TAI,FEA,XX,2.8695,1.92
1025_TAI_HAP_XX,1025,TAI,HAP,XX,2.7026875,2.44
1025_TAI_NEU_XX,1025,TAI,NEU,XX,2.7026875,2.4
1025_TAI_SAD_XX,1025,TAI,SAD,XX,2.93625,2.46
1025_TIE_ANG_XX,1025,TIE,ANG,XX,3.903875,3.24
1025_TIE_DIS_XX,1025,TIE,DIS,XX,4.8715625,4.48
1025_TIE_FEA_XX,1025,TIE,FEA,XX,3.6703125,2.58
1025_TIE_HAP_XX,1025,TIE,HAP,XX,3.57025,2.86
1025_TIE_NEU_XX,1025,TIE,NEU,XX,3.43675,2.36
1025_TIE_SAD_XX,1025,TIE,SAD,XX,4.1708125,1.86
1025_TSI_ANG_XX,1025,TSI,ANG,XX,2.06875,1.84
1025_TSI_DIS_XX,1025,TSI,DIS,XX,2.7026875,2.02
1025_TSI_FEA_XX,1025,TSI,FEA,XX,2.2689375,1.94
1025_TSI_HAP_XX,1025,TSI,HAP,XX,2.43575,2.08
1025_TSI_NEU_XX,1025,TSI,NEU,XX,2.43575,2.02
1025_TSI_SAD_XX,1025,TSI,SAD,XX,2.602625,2.12
1025_WSI_ANG_XX,1025,WSI,ANG,XX,2.1688125,1.88
1025_WSI_DIS_XX,1025,WSI,DIS,XX,2.535875,2.26
1025_WSI_FEA_XX,1025,WSI,FEA,XX,1.901875,1.7
1025_WSI_HAP_XX,1025,WSI,HAP,XX,2.7694375,2.2
1025_WSI_NEU_XX,1025,WSI,NEU,XX,3.103125,2.14
1025_WSI_SAD_XX,1025,WSI,SAD,XX,2.2689375,1.42
1026_DFA_ANG_XX,1026,DFA,ANG,XX,2.06875,1.74
1026_DFA_DIS_XX,1026,DFA,DIS,XX,2.1354375,1.72
1026_DFA_FEA_XX,1026,DFA,FEA,XX,2.035375,1.7
1026_DFA_HAP_XX,1026,DFA,HAP,XX,1.8685,1.04
1026_DFA_NEU_XX,1026,DFA,NEU,XX,1.8018125,1.48
1026_DFA_SAD_XX,1026,DFA,SAD,XX,1.6683125,1.42
